praca,preco_vista,preco_30d,data
RS Pelotas (kg),11.9,12.05,2026-06-17
BA Sul,289.0,292.00,2026-06-17
BA Oeste,299.0,302.00,2026-06-17
MT Norte,321.5,325.00,2026-06-17
MT Sudoeste,321.5,325.00,2026-06-17
MT Cuiabá*,329.5,333.00,2026-06-17
MT Sudeste,329.5,333.00,2026-06-17
PR Noroeste,328.5,332.00,2026-06-17
SC,328.5,332.00,2026-06-17
MA Oeste,311.5,315.00,2026-06-17
Alagoas,326.5,330.00,2026-06-17
PA Marabá,326.5,330.00,2026-06-17
PA Redenção,326.5,330.00,2026-06-17
PA Paragominas,328.5,332.00,2026-06-17
RO Sudeste,323.5,327.00,2026-06-17
TO Sul,311.5,315.00,2026-06-17
TO Norte,316.5,320.00,2026-06-17
Acre,287.0,290.00,2026-06-17
ES,306.5,310.00,2026-06-17
RJ,313.5,317.00,2026-06-17
Roraima,316.5,320.00,2026-06-17
SP Barretos,331.5,335.00,2026-06-18
SP Araçatuba,331.5,335.00,2026-06-18
MG Triângulo,311.5,315.00,2026-06-18
MG B.Horizonte,306.5,310.00,2026-06-18
MG Norte,309.5,313.00,2026-06-18
MG Sul,306.5,310.00,2026-06-18
GO Goiânia,311.5,315.00,2026-06-18
GO Reg. Sul,313.5,317.00,2026-06-18
MS Dourados,326.5,330.00,2026-06-18
MS C. Grande,326.5,330.00,2026-06-18
MS Três Lagoas,324.5,328.00,2026-06-18
RS Oeste (kg),11.65,11.80,2026-06-18
RS Pelotas (kg),11.9,12.05,2026-06-18
BA Sul,289.0,292.00,2026-06-18
BA Oeste,299.0,302.00,2026-06-18
MT Norte,321.5,325.00,2026-06-18
MT Sudoeste,318.5,322.00,2026-06-18
MT Cuiabá*,326.5,330.00,2026-06-18
MT Sudeste,326.5,330.00,2026-06-18
PR Noroeste,328.5,332.00,2026-06-18
SC,328.5,332.00,2026-06-18
MA Oeste,311.5,315.00,2026-06-18
Alagoas,326.5,330.00,2026-06-18
PA Marabá,326.5,330.00,2026-06-18
PA Redenção,326.5,330.00,2026-06-18
PA Paragominas,328.5,332.00,2026-06-18
RO Sudeste,323.5,327.00,2026-06-18
TO Sul,311.5,315.00,2026-06-18
TO Norte,316.5,320.00,2026-06-18
Acre,287.0,290.00,2026-06-18
ES,306.5,310.00,2026-06-18
RJ,313.5,317.00,2026-06-18
Roraima,316.5,320.00,2026-06-18
SP Barretos,331.5,335.00,2026-06-19
SP Araçatuba,331.5,335.00,2026-06-19
MG Triângulo,311.5,315.00,2026-06-19
MG B.Horizonte,308.5,312.00,2026-06-19
MG Norte,309.5,313.00,2026-06-19
MG Sul,309.5,313.00,2026-06-19
GO Goiânia,311.5,315.00,2026-06-19
GO Reg. Sul,313.5,317.00,2026-06-19
MS Dourados,326.5,330.00,2026-06-19
MS C. Grande,326.5,330.00,2026-06-19
MS Três Lagoas,324.5,328.00,2026-06-19
RS Oeste (kg),11.65,11.80,2026-06-19
RS Pelotas (kg),11.9,12.05,2026-06-19
BA Sul,287.0,290.00,2026-06-19
BA Oeste,299.0,302.00,2026-06-19
MT Norte,321.5,325.00,2026-06-19
MT Sudoeste,318.5,322.00,2026-06-19
MT Cuiabá*,324.5,328.00,2026-06-19
MT Sudeste,323.5,327.00,2026-06-19
PR Noroeste,328.5,332.00,2026-06-19
SC,326.5,330.00,2026-06-19
MA Oeste,311.5,315.00,2026-06-19
Alagoas,326.5,330.00,2026-06-19
PA Marabá,326.5,330.00,2026-06-19
PA Redenção,326.5,330.00,2026-06-19
PA Paragominas,328.5,332.00,2026-06-19
RO Sudeste,323.5,327.00,2026-06-19
TO Sul,311.5,315.00,2026-06-19
TO Norte,316.5,320.00,2026-06-19
Acre,287.0,290.00,2026-06-19
ES,306.5,310.00,2026-06-19
RJ,313.5,317.00,2026-06-19
Roraima,316.5,320.00,2026-06-19
SP Barretos,331.5,335.00,2026-06-20
SP Araçatuba,331.5,335.00,2026-06-20
MG Triângulo,309.5,313.00,2026-06-20
MG B.Horizonte,308.5,312.00,2026-06-20
MG Norte,306.5,310.00,2026-06-20
MG Sul,306.5,310.00,2026-06-20
GO Goiânia,311.5,315.00,2026-06-20
GO Reg. Sul,313.5,317.00,2026-06-20
MS Dourados,326.5,330.00,2026-06-20
MS C. Grande,326.5,330.00,2026-06-20
MS Três Lagoas,321.5,325.00,2026-06-20
RS Oeste (kg),11.65,11.80,2026-06-20
RS Pelotas (kg),11.75,11.90,2026-06-20
BA Sul,287.0,290.00,2026-06-20
BA Oeste,299.0,302.00,2026-06-20
MT Norte,321.5,325.00,2026-06-20
MT Sudoeste,318.5,322.00,2026-06-20
MT Cuiabá*,322.5,326.00,2026-06-20
MT Sudeste,321.5,325.00,2026-06-20
PR Noroeste,328.5,332.00,2026-06-20
SC,326.5,330.00,2026-06-20
MA Oeste,311.5,315.00,2026-06-20
Alagoas,326.5,330.00,2026-06-20
PA Marabá,326.5,330.00,2026-06-20
PA Redenção,326.5,330.00,2026-06-20
PA Paragominas,328.5,332.00,2026-06-20
RO Sudeste,323.5,327.00,2026-06-20
TO Sul,311.5,315.00,2026-06-20
TO Norte,316.5,320.00,2026-06-20
Acre,287.0,290.00,2026-06-20
ES,306.5,310.00,2026-06-20
RJ,311.5,315.00,2026-06-20
Roraima,316.5,320.00,2026-06-20
SP Barretos,331.5,335.00,2026-06-21
SP Araçatuba,331.5,335.00,2026-06-21
MG Triângulo,309.5,313.00,2026-06-21
MG B.Horizonte,308.5,312.00,2026-06-21
MG Norte,306.5,310.00,2026-06-21
MG Sul,306.5,310.00,2026-06-21
GO Goiânia,311.5,315.00,2026-06-21
GO Reg. Sul,313.5,317.00,2026-06-21
MS Dourados,326.5,330.00,2026-06-21
MS C. Grande,326.5,330.00,2026-06-21
MS Três Lagoas,321.5,325.00,2026-06-21
RS Oeste (kg),11.65,11.80,2026-06-21
RS Pelotas (kg),11.75,11.90,2026-06-21
BA Sul,287.0,290.00,2026-06-21
BA Oeste,299.0,302.00,2026-06-21
MT Norte,321.5,325.00,2026-06-21
MT Sudoeste,318.5,322.00,2026-06-21
MT Cuiabá*,322.5,326.00,2026-06-21
MT Sudeste,321.5,325.00,2026-06-21
PR Noroeste,328.5,332.00,2026-06-21
SC,326.5,330.00,2026-06-21
MA Oeste,311.5,315.00,2026-06-21
Alagoas,326.5,330.00,2026-06-21
PA Marabá,326.5,330.00,2026-06-21
PA Redenção,326.5,330.00,2026-06-21
PA Paragominas,328.5,332.00,2026-06-21
RO Sudeste,323.5,327.00,2026-06-21
TO Sul,311.5,315.00,2026-06-21
TO Norte,316.5,320.00,2026-06-21
Acre,287.0,290.00,2026-06-21
ES,306.5,310.00,2026-06-21
RJ,311.5,315.00,2026-06-21
Roraima,316.5,320.00,2026-06-21
SP Barretos,331.5,335.00,2026-06-22
SP Araçatuba,331.5,335.00,2026-06-22
MG Triângulo,309.5,313.00,2026-06-22
MG B.Horizonte,308.5,312.00,2026-06-22
MG Norte,306.5,310.00,2026-06-22
MG Sul,306.5,310.00,2026-06-22
GO Goiânia,311.5,315.00,2026-06-22
GO Reg. Sul,313.5,317.00,2026-06-22
MS Dourados,326.5,330.00,2026-06-22
MS C. Grande,326.5,330.00,2026-06-22
MS Três Lagoas,321.5,325.00,2026-06-22
RS Oeste (kg),11.65,11.80,2026-06-22
RS Pelotas (kg),11.75,11.90,2026-06-22
BA Sul,287.0,290.00,2026-06-22
BA Oeste,299.0,302.00,2026-06-22
MT Norte,321.5,325.00,2026-06-22
MT Sudoeste,318.5,322.00,2026-06-22
MT Cuiabá*,322.5,326.00,2026-06-22
MT Sudeste,321.5,325.00,2026-06-22
PR Noroeste,328.5,332.00,2026-06-22
SC,326.5,330.00,2026-06-22
MA Oeste,311.5,315.00,2026-06-22
Alagoas,326.5,330.00,2026-06-22
PA Marabá,326.5,330.00,2026-06-22
PA Redenção,326.5,330.00,2026-06-22
PA Paragominas,328.5,332.00,2026-06-22
RO Sudeste,323.5,327.00,2026-06-22
TO Sul,311.5,315.00,2026-06-22
TO Norte,316.5,320.00,2026-06-22
Acre,287.0,290.00,2026-06-22
ES,306.5,310.00,2026-06-22
RJ,311.5,315.00,2026-06-22
Roraima,316.5,320.00,2026-06-22
SP Barretos,331.5,335.00,2026-06-23
SP Araçatuba,331.5,335.00,2026-06-23
MG Triângulo,309.5,313.00,2026-06-23
MG B.Horizonte,308.5,312.00,2026-06-23
MG Norte,306.5,310.00,2026-06-23
MG Sul,306.5,310.00,2026-06-23
GO Goiânia,311.5,315.00,2026-06-23
GO Reg. Sul,313.5,317.00,2026-06-23
MS Dourados,326.5,330.00,2026-06-23
MS C. Grande,326.5,330.00,2026-06-23
MS Três Lagoas,319.5,323.00,2026-06-23
RS Oeste (kg),11.7,11.85,2026-06-23
RS Pelotas (kg),11.7,11.85,2026-06-23
BA Sul,287.0,290.00,2026-06-23
BA Oeste,299.0,302.00,2026-06-23
MT Norte,316.5,320.00,2026-06-23
MT Sudoeste,318.5,322.00,2026-06-23
MT Cuiabá*,320.5,324.00,2026-06-23
MT Sudeste,321.5,325.00,2026-06-23
PR Noroeste,328.5,332.00,2026-06-23
SC,326.5,330.00,2026-06-23
MA Oeste,311.5,315.00,2026-06-23
Alagoas,326.5,330.00,2026-06-23
PA Marabá,326.5,330.00,2026-06-23
PA Redenção,326.5,330.00,2026-06-23
PA Paragominas,328.5,332.00,2026-06-23
RO Sudeste,323.5,327.00,2026-06-23
TO Sul,311.5,315.00,2026-06-23
TO Norte,316.5,320.00,2026-06-23
Acre,287.0,290.00,2026-06-23
ES,306.5,310.00,2026-06-23
RJ,311.5,315.00,2026-06-23
Roraima,316.5,320.00,2026-06-23
SP Barretos,328.5,332.00,2026-06-24
SP Araçatuba,328.5,332.00,2026-06-24
MG Triângulo,306.5,310.00,2026-06-24
MG B.Horizonte,306.5,310.00,2026-06-24
MG Norte,304.5,308.00,2026-06-24
MG Sul,306.5,310.00,2026-06-24
GO Goiânia,308.5,312.00,2026-06-24
GO Reg. Sul,313.5,317.00,2026-06-24
MS Dourados,321.5,325.00,2026-06-24
MS C. Grande,321.5,325.00,2026-06-24
MS Três Lagoas,319.5,323.00,2026-06-24
RS Oeste (kg),11.8,11.95,2026-06-24
RS Pelotas (kg),11.7,11.85,2026-06-24
BA Sul,287.0,290.00,2026-06-24
BA Oeste,297.0,300.00,2026-06-24
MT Norte,316.5,320.00,2026-06-24
MT Sudoeste,311.5,315.00,2026-06-24
MT Cuiabá*,316.5,320.00,2026-06-24
MT Sudeste,321.5,325.00,2026-06-24
PR Noroeste,328.5,332.00,2026-06-24
SC,326.5,330.00,2026-06-24
MA Oeste,311.5,315.00,2026-06-24
Alagoas,326.5,330.00,2026-06-24
PA Marabá,321.5,325.00,2026-06-24
PA Redenção,321.5,325.00,2026-06-24
PA Paragominas,323.5,327.00,2026-06-24
RO Sudeste,318.5,322.00,2026-06-24
TO Sul,311.5,315.00,2026-06-24
TO Norte,316.5,320.00,2026-06-24
Acre,287.0,290.00,2026-06-24
ES,306.5,310.00,2026-06-24
RJ,311.5,315.00,2026-06-24
Roraima,316.5,320.00,2026-06-24
SP Barretos,328.5,332.00,2026-06-25
SP Araçatuba,328.5,332.00,2026-06-25
MG Triângulo,306.5,310.00,2026-06-25
MG B.Horizonte,306.5,310.00,2026-06-25
MG Norte,304.5,308.00,2026-06-25
MG Sul,306.5,310.00,2026-06-25
GO Goiânia,308.5,312.00,2026-06-25
GO Reg. Sul,313.5,317.00,2026-06-25
MS Dourados,321.5,325.00,2026-06-25
MS C. Grande,321.5,325.00,2026-06-25
MS Três Lagoas,319.5,323.00,2026-06-25
RS Oeste (kg),11.8,11.95,2026-06-25
RS Pelotas (kg),11.7,11.85,2026-06-25
BA Sul,287.0,290.00,2026-06-25
BA Oeste,297.0,300.00,2026-06-25
MT Norte,316.5,320.00,2026-06-25
MT Sudoeste,311.5,315.00,2026-06-25
MT Cuiabá*,316.5,320.00,2026-06-25
MT Sudeste,321.5,325.00,2026-06-25
PR Noroeste,328.5,332.00,2026-06-25
SC,326.5,330.00,2026-06-25
MA Oeste,311.5,315.00,2026-06-25
Alagoas,326.5,330.00,2026-06-25
PA Marabá,321.5,325.00,2026-06-25
PA Redenção,321.5,325.00,2026-06-25
PA Paragominas,323.5,327.00,2026-06-25
RO Sudeste,318.5,322.00,2026-06-25
TO Sul,311.5,315.00,2026-06-25
TO Norte,316.5,320.00,2026-06-25
Acre,287.0,290.00,2026-06-25
ES,306.5,310.00,2026-06-25
RJ,311.5,315.00,2026-06-25
Roraima,316.5,320.00,2026-06-25
SP Barretos,325.5,329.00,2026-06-26
SP Araçatuba,325.5,329.00,2026-06-26
MG Triângulo,303.5,307.00,2026-06-26
MG B.Horizonte,306.5,310.00,2026-06-26
MG Norte,304.5,308.00,2026-06-26
MG Sul,306.5,310.00,2026-06-26
GO Goiânia,306.5,310.00,2026-06-26
GO Reg. Sul,308.5,312.00,2026-06-26
MS Dourados,321.5,325.00,2026-06-26
MS C. Grande,321.5,325.00,2026-06-26
MS Três Lagoas,319.5,323.00,2026-06-26
RS Oeste (kg),11.8,11.95,2026-06-26
RS Pelotas (kg),11.7,11.85,2026-06-26
BA Sul,287.0,290.00,2026-06-26
BA Oeste,297.0,300.00,2026-06-26
MT Norte,311.5,315.00,2026-06-26
MT Sudoeste,311.5,315.00,2026-06-26
MT Cuiabá*,314.5,318.00,2026-06-26
MT Sudeste,316.5,320.00,2026-06-26
PR Noroeste,326.5,330.00,2026-06-26
SC,326.5,330.00,2026-06-26
MA Oeste,311.5,315.00,2026-06-26
Alagoas,326.5,330.00,2026-06-26
PA Marabá,316.5,320.00,2026-06-26
PA Redenção,316.5,320.00,2026-06-26
PA Paragominas,323.5,327.00,2026-06-26
RO Sudeste,316.5,320.00,2026-06-26
TO Sul,311.5,315.00,2026-06-26
TO Norte,313.5,317.00,2026-06-26
Acre,287.0,290.00,2026-06-26
ES,306.5,310.00,2026-06-26
RJ,311.5,315.00,2026-06-26
Roraima,316.5,320.00,2026-06-26
SP Barretos,325.5,329.00,2026-06-28
SP Araçatuba,325.5,329.00,2026-06-28
MG Triângulo,301.5,305.00,2026-06-28
MG B.Horizonte,303.5,307.00,2026-06-28
MG Norte,304.5,308.00,2026-06-28
MG Sul,306.5,310.00,2026-06-28
GO Goiânia,303.5,307.00,2026-06-28
GO Reg. Sul,308.5,312.00,2026-06-28
MS Dourados,316.5,320.00,2026-06-28
MS C. Grande,318.5,322.00,2026-06-28
MS Três Lagoas,314.5,318.00,2026-06-28
RS Oeste (kg),11.85,12.00,2026-06-28
RS Pelotas (kg),11.8,11.95,2026-06-28
BA Sul,287.0,290.00,2026-06-28
BA Oeste,297.0,300.00,2026-06-28
MT Norte,311.5,315.00,2026-06-28
MT Sudoeste,311.5,315.00,2026-06-28
MT Cuiabá*,314.5,318.00,2026-06-28
MT Sudeste,316.5,320.00,2026-06-28
PR Noroeste,326.5,330.00,2026-06-28
SC,326.5,330.00,2026-06-28
MA Oeste,311.5,315.00,2026-06-28
Alagoas,326.5,330.00,2026-06-28
PA Marabá,316.5,320.00,2026-06-28
PA Redenção,316.5,320.00,2026-06-28
PA Paragominas,323.5,327.00,2026-06-28
RO Sudeste,311.5,315.00,2026-06-28
TO Sul,311.5,315.00,2026-06-28
TO Norte,311.5,315.00,2026-06-28
Acre,287.0,290.00,2026-06-28
ES,306.5,310.00,2026-06-28
RJ,309.5,313.00,2026-06-28
Roraima,316.5,320.00,2026-06-28
SP Barretos,325.5,329.00,2026-06-29
SP Araçatuba,325.5,329.00,2026-06-29
MG Triângulo,301.5,305.00,2026-06-29
MG B.Horizonte,303.5,307.00,2026-06-29
MG Norte,304.5,308.00,2026-06-29
MG Sul,306.5,310.00,2026-06-29
GO Goiânia,303.5,307.00,2026-06-29
GO Reg. Sul,308.5,312.00,2026-06-29
MS Dourados,316.5,320.00,2026-06-29
MS C. Grande,318.5,322.00,2026-06-29
MS Três Lagoas,314.5,318.00,2026-06-29
RS Oeste (kg),11.85,12.00,2026-06-29
RS Pelotas (kg),11.8,11.95,2026-06-29
BA Sul,287.0,290.00,2026-06-29
BA Oeste,297.0,300.00,2026-06-29
MT Norte,311.5,315.00,2026-06-29
MT Sudoeste,311.5,315.00,2026-06-29
MT Cuiabá*,314.5,318.00,2026-06-29
MT Sudeste,316.5,320.00,2026-06-29
PR Noroeste,326.5,330.00,2026-06-29
SC,326.5,330.00,2026-06-29
MA Oeste,311.5,315.00,2026-06-29
Alagoas,326.5,330.00,2026-06-29
PA Marabá,316.5,320.00,2026-06-29
PA Redenção,316.5,320.00,2026-06-29
PA Paragominas,323.5,327.00,2026-06-29
RO Sudeste,311.5,315.00,2026-06-29
TO Sul,311.5,315.00,2026-06-29
TO Norte,311.5,315.00,2026-06-29
Acre,287.0,290.00,2026-06-29
ES,306.5,310.00,2026-06-29
RJ,309.5,313.00,2026-06-29
Roraima,316.5,320.00,2026-06-29
SP Barretos,323.5,327.00,2026-06-30
SP Araçatuba,323.5,327.00,2026-06-30
MG Triângulo,301.5,305.00,2026-06-30
MG B.Horizonte,303.5,307.00,2026-06-30
MG Norte,304.5,308.00,2026-06-30
MG Sul,306.5,310.00,2026-06-30
GO Goiânia,303.5,307.00,2026-06-30
GO Reg. Sul,308.5,312.00,2026-06-30
MS Dourados,316.5,320.00,2026-06-30
MS C. Grande,318.5,322.00,2026-06-30
MS Três Lagoas,314.5,318.00,2026-06-30
RS Oeste (kg),11.85,12.00,2026-06-30
RS Pelotas (kg),11.8,11.95,2026-06-30
BA Sul,287.0,290.00,2026-06-30
BA Oeste,297.0,300.00,2026-06-30
MT Norte,311.5,315.00,2026-06-30
MT Sudoeste,311.5,315.00,2026-06-30
MT Cuiabá*,314.5,318.00,2026-06-30
MT Sudeste,316.5,320.00,2026-06-30
PR Noroeste,326.5,330.00,2026-06-30
SC,326.5,330.00,2026-06-30
MA Oeste,309.5,313.00,2026-06-30
Alagoas,326.5,330.00,2026-06-30
PA Marabá,313.5,317.00,2026-06-30
PA Redenção,316.5,320.00,2026-06-30
PA Paragominas,323.5,327.00,2026-06-30
RO Sudeste,308.5,312.00,2026-06-30
TO Sul,309.5,313.00,2026-06-30
TO Norte,311.5,315.00,2026-06-30
Acre,287.0,290.00,2026-06-30
ES,306.5,310.00,2026-06-30
RJ,309.5,313.00,2026-06-30
Roraima,316.5,320.00,2026-06-30
SP Barretos,323.5,327.00,2026-07-01
SP Araçatuba,323.5,327.00,2026-07-01
MG Triângulo,301.5,305.00,2026-07-01
MG B.Horizonte,301.5,305.00,2026-07-01
MG Norte,301.5,305.00,2026-07-01
MG Sul,306.5,310.00,2026-07-01
GO Goiânia,303.5,307.00,2026-07-01
GO Reg. Sul,306.5,310.00,2026-07-01
MS Dourados,316.5,320.00,2026-07-01
MS C. Grande,318.5,322.00,2026-07-01
MS Três Lagoas,312.5,316.00,2026-07-01
RS Oeste (kg),11.9,12.05,2026-07-01
RS Pelotas (kg),11.85,12.00,2026-07-01
BA Sul,287.0,290.00,2026-07-01
BA Oeste,297.0,300.00,2026-07-01
MT Norte,311.5,315.00,2026-07-01
MT Sudoeste,311.5,315.00,2026-07-01
MT Cuiabá*,311.5,315.00,2026-07-01
MT Sudeste,316.5,320.00,2026-07-01
PR Noroeste,326.5,330.00,2026-07-01
SC,326.5,330.00,2026-07-01
MA Oeste,306.5,310.00,2026-07-01
Alagoas,326.5,330.00,2026-07-01
PA Marabá,311.5,315.00,2026-07-01
PA Redenção,311.5,315.00,2026-07-01
PA Paragominas,318.5,322.00,2026-07-01
RO Sudeste,303.5,307.00,2026-07-01
TO Sul,309.5,313.00,2026-07-01
TO Norte,311.5,315.00,2026-07-01
Acre,282.0,285.00,2026-07-01
ES,306.5,310.00,2026-07-01
